"Aircraft.Damage","Aircraft.Category","Amateur.Built","Purpose.of.Flight","Weather.Condition","Broad.Phase.of.Flight","Fatal","Engine.Count","Total.Injuries","Total.Passengers"
"Destroyed","Airplane","Yes","Personal","VMC","CRUISE",1,"1",2,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Business","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","DESCENT",0,"2+",0,1
"Destroyed","Airplane","No","Instructional","VMC","GO-AROUND",1,"1",2,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"2+",0,1
"Minor","Airplane","No","Ferry","VMC","TAKEOFF",0,"2+",0,2
"Substantial","Airplane","No","Ferry","VMC","LANDING",0,"2+",0,1
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",1,"1",4,4
"Substantial","Airplane","No","Aerial Application","VMC","TAKEOFF",0,"1",1,1
"Destroyed","Airplane","No","Personal","VMC","MANEUVERING",1,"1",2,2
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",1,"1",3,3
"Substantial","Airplane","Yes","Personal","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Destroyed","Helicopter","No","Business","IMC","CRUISE",0,"1",2,2
"Destroyed","Airplane","No","Personal","IMC","APPROACH",1,"2+",2,2
"Substantial","Airplane","No","Instructional","VMC","APPROACH",0,"2+",0,2
"Destroyed","Airplane","No","Instructional","VMC","APPROACH",1,"1",2,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",1,2
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",1,1
"Destroyed","Airplane","No","Personal","IMC","MANEUVERING",1,"1",1,1
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",2,2
"Destroyed","Airplane","No","Executive/Corporate","VMC","TAKEOFF",1,"2+",5,5
"Destroyed","Airplane","No","Personal","VMC","CRUISE",1,"1",3,3
"Substantial","Airplane","No","Personal","VMC","CLIMB",0,"2+",0,4
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","TAXI",0,"1",0,1
"Substantial","Airplane","No","Ferry","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",0,2
"Substantial","Airplane","No","Aerial Application","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",1,1
"Substantial","Airplane","No","Business","VMC","TAKEOFF",0,"1",1,1
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",1,"1",2,2
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,3
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,3
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"2+",1,2
"Destroyed","Helicopter","No","Aerial Observation","VMC","CRUISE",0,"1",2,2
"Substantial","Airplane","No","Business","VMC","LANDING",0,"2+",0,1
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",1,"1",2,2
"Destroyed","Airplane","Yes","Personal","VMC","MANEUVERING",1,"1",1,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,4
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",0,4
"Destroyed","Helicopter","No","Ferry","VMC","CRUISE",1,"1",2,2
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","MANEUVERING",1,"1",5,5
"Destroyed","Airplane","No","Personal","VMC","MANEUVERING",0,"1",2,2
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",4,4
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",1,"1",2,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","Yes","Personal","VMC","LANDING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",2,2
"Substantial","Airplane","Yes","Personal","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,4
"Destroyed","Airplane","No","Personal","VMC","CRUISE",0,"1",0,4
"Substantial","Helicopter","No","Aerial Application","VMC","APPROACH",0,"1",0,1
"Destroyed","Helicopter","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Destroyed","Helicopter","No","Business","VMC","CRUISE",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","APPROACH",1,"1",4,4
"Destroyed","Airplane","No","Aerial Application","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,5
"Substantial","Helicopter","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,4
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",4,4
"Substantial","Helicopter","No","Personal","VMC","CRUISE",0,"1",0,3
"Substantial","Airplane","No","Business","VMC","CRUISE",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","MANEUVERING",1,"1",3,3
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Instructional","VMC","APPROACH",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","TAXI",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","LANDING",0,"1",2,2
"Substantial","Airplane","No","Personal","VMC","GO-AROUND",0,"1",0,4
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,4
"Minor","Airplane","No","Executive/Corporate","VMC","CRUISE",0,"2+",0,7
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","Yes","Personal","VMC","TAKEOFF",0,"1",0,1
"Destroyed","Airplane","No","Public Aircraft","IMC","GO-AROUND",1,"2+",5,5
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,7
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,7
"Substantial","Helicopter","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",1,"2+",8,8
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,2
"Destroyed","Airplane","No","Instructional","VMC","LANDING",0,"1",0,2
"Substantial","Helicopter","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,1
"Substantial","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Destroyed","Airplane","No","Aerial Observation","VMC","MANEUVERING",1,"1",2,2
"Destroyed","Airplane","No","Personal","IMC","MANEUVERING",1,"1",2,2
"Substantial","Airplane","No","Business","VMC","TAXI",0,"2+",0,5
"Destroyed","Helicopter","Yes","Business","VMC","CRUISE",1,"1",3,3
"Substantial","Airplane","No","Ferry","VMC","LANDING",0,"1",0,2
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Business","VMC","LANDING",0,"2+",0,1
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","CRUISE",0,"1",0,1
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,2
"Substantial","Helicopter","No","Personal","VMC","CRUISE",0,"1",0,3
"Substantial","Airplane","No","Business","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Ferry","IMC","LANDING",0,"2+",0,2
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Business","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Business","VMC","LANDING",0,"2+",0,2
"Substantial","Airplane","No","Personal","VMC","GO-AROUND",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Business","VMC","LANDING",0,"1",0,3
"Destroyed","Airplane","No","Personal","IMC","TAKEOFF",1,"1",2,2
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",1,"1",1,1
"Substantial","Helicopter","No","Instructional","VMC","LANDING",0,"1",1,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,3
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","APPROACH",0,"2+",1,3
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",2,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","LANDING",1,"1",4,4
"Substantial","Helicopter","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",2,4
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",2,2
"Substantial","Airplane","No","Aerial Application","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,4
"Destroyed","Airplane","No","Personal","IMC","CRUISE",1,"1",3,3
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Destroyed","Airplane","No","Personal","IMC","CRUISE",1,"1",2,2
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",1,2
"Substantial","Airplane","No","Executive/Corporate","VMC","TAKEOFF",0,"2+",0,3
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",2,4
"Destroyed","Airplane","No","Personal","VMC","CLIMB",1,"2+",1,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,2
"Substantial","Airplane","Yes","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Ferry","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Helicopter","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Destroyed","Airplane","No","Business","VMC","CRUISE",1,"1",2,2
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","Yes","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAXI",0,"1",0,1
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",1,"1",1,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,1
"Substantial","Helicopter","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Instructional","VMC","CRUISE",0,"1",1,1
"Destroyed","Airplane","No","Business","VMC","TAKEOFF",1,"2+",2,2
"Substantial","Airplane","No","Instructional","VMC","DESCENT",0,"1",2,2
"Destroyed","Airplane","No","Instructional","VMC","LANDING",0,"1",1,1
"Substantial","Airplane","No","Business","VMC","STANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","CLIMB",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",2,2
"Substantial","Airplane","No","Instructional","VMC","CRUISE",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","CRUISE",1,"1",4,4
"Substantial","Helicopter","No","Instructional","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAXI",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","CLIMB",0,"1",0,1
"Substantial","Airplane","No","Executive/Corporate","VMC","LANDING",0,"2+",0,2
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"2+",1,1
"Substantial","Helicopter","No","Aerial Application","VMC","CRUISE",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,4
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",4,4
"Substantial","Airplane","No","Personal","VMC","CLIMB",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","LANDING",0,"1",2,3
"Substantial","Airplane","No","Aerial Application","VMC","TAKEOFF",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,4
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",1,3
"Substantial","Helicopter","No","Instructional","VMC","CRUISE",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","DESCENT",0,"1",3,3
"Substantial","Airplane","Yes","Personal","VMC","TAKEOFF",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","GO-AROUND",0,"1",2,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",1,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",1,1
"Substantial","Airplane","No","Instructional","VMC","APPROACH",0,"1",0,1
"Substantial","Airplane","No","Ferry","VMC","CRUISE",0,"2+",0,2
"Substantial","Helicopter","No","Personal","VMC","CRUISE",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Destroyed","Airplane","No","Ferry","VMC","TAKEOFF",0,"2+",0,2
"Substantial","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,4
"Destroyed","Airplane","No","Personal","VMC","CRUISE",1,"2+",4,4
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",0,1
"Destroyed","Airplane","Yes","Personal","VMC","CRUISE",0,"1",1,1
"Substantial","Airplane","Yes","Personal","VMC","CRUISE",0,"1",1,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,3
"Destroyed","Airplane","Yes","Personal","VMC","CRUISE",1,"1",3,3
"Substantial","Helicopter","No","Aerial Application","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Business","VMC","CRUISE",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"2+",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Business","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,3
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",4,4
"Substantial","Airplane","Yes","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","APPROACH",0,"1",3,4
"Substantial","Airplane","No","Business","IMC","CRUISE",0,"1",5,5
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",1,2
"Destroyed","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Destroyed","Airplane","No","Business","VMC","CRUISE",1,"1",4,4
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Substantial","Helicopter","No","Personal","IMC","CRUISE",0,"1",0,2
"Substantial","Airplane","No","Business","VMC","MANEUVERING",1,"1",2,2
"Substantial","Airplane","No","Personal","VMC","TAXI",0,"1",0,4
"Substantial","Airplane","No","Ferry","VMC","TAKEOFF",0,"1",1,1
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","MANEUVERING",1,"1",3,3
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",0,1
"Substantial","Helicopter","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","TAXI",0,"1",0,1
"Destroyed","Airplane","No","Personal","IMC","CRUISE",1,"1",1,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",1,"1",2,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,3
"Substantial","Airplane","No","Personal","VMC","DESCENT",0,"1",5,5
"Substantial","Airplane","No","Ferry","VMC","CRUISE",0,"1",1,1
"Destroyed","Airplane","No","Personal","VMC","CRUISE",1,"1",3,3
"Destroyed","Airplane","No","Personal","IMC","CRUISE",1,"1",2,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","CRUISE",1,"1",2,2
"Substantial","Airplane","No","Instructional","VMC","CRUISE",0,"1",0,1
"Substantial","Airplane","No","Business","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",1,5
"Substantial","Airplane","No","Personal","VMC","TAXI",0,"1",0,4
"Substantial","Helicopter","No","Personal","VMC","CRUISE",1,"1",1,1
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,5
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",0,1
"Substantial","Airplane","No","Aerial Application","VMC","LANDING",1,"1",1,2
"Destroyed","Airplane","No","Personal","VMC","GO-AROUND",1,"1",4,4
"Destroyed","Airplane","No","Personal","IMC","CLIMB",1,"2+",3,3
"Substantial","Airplane","No","Personal","VMC","TAXI",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"2+",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,4
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",2,2
"Destroyed","Airplane","No","Personal","IMC","DESCENT",1,"1",1,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,3
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
